Dates,SPX_ImpVol_Call,RTY_ImpVol_Call
8/2/1994,9.18,
8/3/1994,9.35,
8/4/1994,10.44,
8/5/1994,10.45,
8/8/1994,10.17,
8/9/1994,10.33,
8/10/1994,9.56,
8/11/1994,9.89,
8/12/1994,9.37,
8/15/1994,10.28,
8/16/1994,8.42,
8/17/1994,8.25,
8/18/1994,9.89,
8/19/1994,9.59,
8/22/1994,10.54,
8/23/1994,10.54,
8/24/1994,10.54,
8/25/1994,10.54,
8/26/1994,10.54,
8/29/1994,10.54,
8/30/1994,10.54,
8/31/1994,10.54,
9/1/1994,10.54,
9/2/1994,10.54,
9/5/1994,10.54,
9/6/1994,10.54,
9/7/1994,10.54,
9/8/1994,10.54,
9/9/1994,10.54,
9/12/1994,10.54,
9/13/1994,10.54,
9/14/1994,10.54,
9/15/1994,10.54,
9/16/1994,10.54,
9/19/1994,10.54,
9/20/1994,10.54,
9/21/1994,10.54,
9/22/1994,10.54,
9/23/1994,10.54,
9/26/1994,10.54,
9/27/1994,10.54,
9/28/1994,10.54,
9/29/1994,10.54,
9/30/1994,10.54,
10/3/1994,10.54,
10/4/1994,10.54,
10/5/1994,10.54,
10/6/1994,10.54,
10/7/1994,10.54,
10/10/1994,10.54,
10/11/1994,10.54,
10/12/1994,10.54,
10/13/1994,10.54,
10/14/1994,10.54,
10/17/1994,10.54,
10/18/1994,12.68,
10/19/1994,12.15,
10/20/1994,13.47,
10/21/1994,13.65,
10/24/1994,14.74,
10/25/1994,13.98,
10/26/1994,13.82,
10/27/1994,13.6,
10/28/1994,14.43,
10/31/1994,14.43,
11/1/1994,13.63,
11/2/1994,13.49,
11/3/1994,13.22,
11/4/1994,14.86,
11/7/1994,15.1,
11/8/1994,14.22,
11/9/1994,12.91,
11/10/1994,14.45,
11/11/1994,15.27,
11/14/1994,13.94,
11/15/1994,13.07,
11/16/1994,13.46,
11/17/1994,13.4,
11/18/1994,14.8,
11/21/1994,14.11,
11/22/1994,12.68,
11/23/1994,15.74,
11/24/1994,15.74,
11/25/1994,15.23,
11/28/1994,14.6,
11/29/1994,13.65,
11/30/1994,15.19,
12/1/1994,15.23,
12/2/1994,13.95,
12/5/1994,14.02,
12/6/1994,14.04,
12/7/1994,14.34,
12/8/1994,14.96,
12/9/1994,14.7,
12/12/1994,14.27,
12/13/1994,13.19,
12/14/1994,12.14,
12/15/1994,11.29,
12/16/1994,10.75,
12/19/1994,12.3,
12/20/1994,11.59,
12/21/1994,14.38,
12/22/1994,12.02,
12/23/1994,11.71,
12/26/1994,11.71,
12/27/1994,11.08,
12/28/1994,10.8,
12/29/1994,11.25,
12/30/1994,10.48,
1/2/1995,10.48,
1/3/1995,13.72,
1/4/1995,11.02,
1/5/1995,11.32,
1/6/1995,11.16,
1/9/1995,11.21,
1/10/1995,10.82,
1/11/1995,11.08,
1/12/1995,10.91,
1/13/1995,11.12,
1/16/1995,11.38,
1/17/1995,9.21,
1/18/1995,11.16,
1/19/1995,10.98,
1/20/1995,11.11,
1/23/1995,12.29,
1/24/1995,12.18,
1/25/1995,12.1,
1/26/1995,13.11,
1/27/1995,9.11,
1/30/1995,10.95,
1/31/1995,10.5,
2/1/1995,10.2,
2/2/1995,9.81,
2/3/1995,10.22,
2/6/1995,9.28,
2/7/1995,9.67,
2/8/1995,9.87,
2/9/1995,10.39,
2/10/1995,10.21,
2/13/1995,10.29,
2/14/1995,9.42,
2/15/1995,11.78,
2/16/1995,9.45,
2/17/1995,10.3,
2/20/1995,10.3,
2/21/1995,11.23,
2/22/1995,10.59,
2/23/1995,10.53,
2/24/1995,8.78,
2/27/1995,11.3,
2/28/1995,10.81,
3/1/1995,11.67,
3/2/1995,11.13,
3/3/1995,10.27,
3/6/1995,10.73,
3/7/1995,10.77,
3/8/1995,10.76,
3/9/1995,10.74,
3/10/1995,12.07,
3/13/1995,10.27,
3/14/1995,11.08,
3/15/1995,11.01,
3/16/1995,10.05,
3/17/1995,10.54,
3/20/1995,10.51,
3/21/1995,9.84,
3/22/1995,9.46,
3/23/1995,9.27,
3/24/1995,10,
3/27/1995,10.38,
3/28/1995,9.83,
3/29/1995,10.54,
3/30/1995,11.17,
3/31/1995,11.39,
4/3/1995,11.04,
4/4/1995,10.15,
4/5/1995,10.89,
4/6/1995,11.56,
4/7/1995,10.87,
4/10/1995,11.41,
4/11/1995,11.24,
4/12/1995,9.95,
4/13/1995,9.91,
4/14/1995,9.91,
4/17/1995,11.07,
4/18/1995,10.62,
4/19/1995,10.62,
4/20/1995,10.03,
4/21/1995,9.72,
4/24/1995,11.1,
4/25/1995,9.94,
4/26/1995,10.42,
4/27/1995,10.57,
4/28/1995,10.69,
5/1/1995,10.37,
5/2/1995,10.3,
5/3/1995,10.18,
5/4/1995,10.15,
5/5/1995,9.95,
5/8/1995,10.55,
5/9/1995,10.47,
5/10/1995,10.13,
5/11/1995,11.1,
5/12/1995,9.89,
5/15/1995,10.82,
5/16/1995,10.51,
5/17/1995,9.45,
5/18/1995,9.43,
5/19/1995,9.95,
5/22/1995,10.44,
5/23/1995,10.16,
5/24/1995,9.97,
5/25/1995,10.26,
5/26/1995,9.14,
5/29/1995,9.14,
5/30/1995,10.43,
5/31/1995,10.65,
6/1/1995,10.31,
6/2/1995,10.87,
6/5/1995,11,
6/6/1995,10.71,
6/7/1995,10.98,
6/8/1995,10.85,
6/9/1995,10.98,
6/12/1995,10.57,
6/13/1995,10.16,
6/14/1995,9.24,
6/15/1995,10.48,
6/16/1995,8.93,
6/19/1995,10.31,
6/20/1995,10.63,
6/21/1995,11.45,
6/22/1995,10.29,
6/23/1995,10.16,
6/26/1995,11.11,
6/27/1995,11.82,
6/28/1995,11.8,
6/29/1995,11.18,
6/30/1995,8.16,
7/3/1995,9.56,
7/4/1995,9.56,
7/5/1995,11.95,
7/6/1995,10.56,
7/7/1995,10,
7/10/1995,10.93,
7/11/1995,11.27,
7/12/1995,11.26,
7/13/1995,11.26,
7/14/1995,10.53,
7/17/1995,10.99,
7/18/1995,11.43,
7/19/1995,11.68,
7/20/1995,11.69,
7/21/1995,10.09,
7/24/1995,11.91,
7/25/1995,11.55,
7/26/1995,11.54,
7/27/1995,11.31,
7/28/1995,10.53,
7/31/1995,12.27,
8/1/1995,12.31,
8/2/1995,11.94,
8/3/1995,12.23,
8/4/1995,12.2,
8/7/1995,11.7,
8/8/1995,11.25,
8/9/1995,12.04,
8/10/1995,11.22,
8/11/1995,11.22,
8/14/1995,11.5,
8/15/1995,11.12,
8/16/1995,10.34,
8/17/1995,10.81,
8/18/1995,11.15,
8/21/1995,10.98,
8/22/1995,10.04,
8/23/1995,11.06,
8/24/1995,11.06,
8/25/1995,14.84,
8/28/1995,11.78,
8/29/1995,10.94,
8/30/1995,10.57,
8/31/1995,10.81,
9/1/1995,10.81,
9/4/1995,10.81,
9/5/1995,10.35,
9/6/1995,10.04,
9/7/1995,9.99,
9/8/1995,11.74,
9/11/1995,10.5,
9/12/1995,9.86,
9/13/1995,10.7,
9/14/1995,10.7,
9/15/1995,10.62,
9/18/1995,9.59,
9/19/1995,10.18,
9/20/1995,9.98,
9/21/1995,9.98,
9/22/1995,10.58,
9/25/1995,10.18,
9/26/1995,9.99,
9/27/1995,9.22,
9/28/1995,8.51,
9/29/1995,9.18,
10/2/1995,13.1,
10/3/1995,11.73,
10/4/1995,11.55,
10/5/1995,11.63,
10/6/1995,11.53,
10/9/1995,14.47,
10/10/1995,11.73,
10/11/1995,11.84,
10/12/1995,11.92,
10/13/1995,11.08,
10/16/1995,10.84,
10/17/1995,10.85,
10/18/1995,11.23,
10/19/1995,10.16,
10/20/1995,10.07,
10/23/1995,12.31,
10/24/1995,10.81,
10/25/1995,10.09,
10/26/1995,12.81,
10/27/1995,11.79,
10/30/1995,12.53,
10/31/1995,12.73,
11/1/1995,11.36,
11/2/1995,11.22,
11/3/1995,10.57,
11/6/1995,11.22,
11/7/1995,11.33,
11/8/1995,10.06,
11/9/1995,10.22,
11/10/1995,10.33,
11/13/1995,10.94,12.69
11/14/1995,10.63,34.31
11/15/1995,11.01,16.35
11/16/1995,11.04,34.53
11/17/1995,9.55,16.15
11/20/1995,10.63,37.71
11/21/1995,9.81,16.87
11/22/1995,9.93,19.48
11/23/1995,9.93,19.98
11/24/1995,9.65,18.62
11/27/1995,11.31,12.83
11/28/1995,9.34,13.82
11/29/1995,9.05,16.84
11/30/1995,9.7,14.3
12/1/1995,8.92,15.14
12/4/1995,9.61,18.78
12/5/1995,9.49,17.42
12/6/1995,9.8,15.81
12/7/1995,10.47,15.32
12/8/1995,10.18,15.26
12/11/1995,9.93,15.26
12/12/1995,9.33,14.59
12/13/1995,9.29,15.26
12/14/1995,10.46,12.62
12/15/1995,10.21,15.9
12/18/1995,11.41,17.61
12/19/1995,10.79,21.23
12/20/1995,12.03,17.16
12/21/1995,9.72,19.77
12/22/1995,10.3,20.79
12/25/1995,10.3,21.38
12/26/1995,9.72,21.13
12/27/1995,9.88,18.89
12/28/1995,9.97,18
12/29/1995,8.5,14.27
1/1/1996,8.5,15.84
1/2/1996,10.7,16.56
1/3/1996,11.65,15.57
1/4/1996,10.46,16.35
1/5/1996,10.41,15.49
1/8/1996,10.88,17.01
1/9/1996,10.17,17.04
1/10/1996,12.79,19.9
1/11/1996,11.52,17.83
1/12/1996,12.51,15.84
1/15/1996,12.85,20.18
1/16/1996,11.33,17.01
1/17/1996,12.13,16.56
1/18/1996,11.48,15.57
1/19/1996,11.29,14.99
1/22/1996,10.51,15.65
1/23/1996,11.98,16.3
1/24/1996,10.76,17.28
1/25/1996,11.41,16.08
1/26/1996,11.16,18.87
1/29/1996,10.62,17.42
1/30/1996,10.7,16.92
1/31/1996,10.32,15.17
2/1/1996,10.25,14.9
2/2/1996,11.81,14.06
2/5/1996,11.05,14.72
2/6/1996,12.78,17.6
2/7/1996,12.73,17.25
2/8/1996,13.11,15.95
2/9/1996,12.5,15.93
2/12/1996,14.41,17.49
2/13/1996,13.81,16.04
2/14/1996,13.39,14.48
2/15/1996,13.92,18.36
2/16/1996,14.15,15.73
2/19/1996,14.15,16.84
2/20/1996,15.59,17.35
2/21/1996,14.3,15.46
2/22/1996,12.86,15.43
2/23/1996,12.35,15.03
2/26/1996,12.77,16.49
2/27/1996,14.13,16.5
2/28/1996,13.95,15.59
2/29/1996,13.32,15
3/1/1996,15.95,15.98
3/4/1996,14.48,14.79
3/5/1996,14.6,14.49
3/6/1996,14.12,14.03
3/7/1996,14.34,14.63
3/8/1996,15.92,17.63
3/11/1996,15.94,14.89
3/12/1996,15.18,13.42
3/13/1996,15.78,12.64
3/14/1996,15.58,13.81
3/15/1996,14.31,14.88
3/18/1996,15.14,15.79
3/19/1996,16.07,16.43
3/20/1996,16.36,15.79
3/21/1996,15.2,15.32
3/22/1996,15.1,15.19
3/25/1996,16.19,17.58
3/26/1996,15.44,17.02
3/27/1996,13.7,16.61
3/28/1996,15.63,18.1
3/29/1996,16.16,19.33
4/1/1996,15.07,20.23
4/2/1996,13.78,17.8
4/3/1996,13.99,17.1
4/4/1996,13.98,17.34
4/5/1996,13.98,17.34
4/8/1996,14.34,18.69
4/9/1996,14.65,18.34
4/10/1996,16.19,19.08
4/11/1996,16.31,18.73
4/12/1996,15.62,15.75
4/15/1996,14.67,16.13
4/16/1996,13.48,15.99
4/17/1996,14.8,16.69
4/18/1996,13.42,14.53
4/19/1996,12,14.21
4/22/1996,13.27,15.28
4/23/1996,12.95,14.43
4/24/1996,11.94,15.45
4/25/1996,12.06,14.22
4/26/1996,12.03,13.4
4/29/1996,12.77,14.79
4/30/1996,13.35,15.64
5/1/1996,13.93,16.67
5/2/1996,15.18,18.75
5/3/1996,14.58,18.09
5/6/1996,14.88,18.11
5/7/1996,14.56,17.26
5/8/1996,14.51,17.01
5/9/1996,14.74,16.23
5/10/1996,13.8,15.9
5/13/1996,13.63,17.18
5/14/1996,12.96,16.52
5/15/1996,13.2,15.57
5/16/1996,13.36,14.42
5/17/1996,12.93,14.74
5/20/1996,13.87,16.3
5/21/1996,14.29,17.84
5/22/1996,13.28,16.62
5/23/1996,14.31,16.64
5/24/1996,13.18,16.7
5/27/1996,13.18,17.42
5/28/1996,15.11,17.04
5/29/1996,14.3,16.16
5/30/1996,14.03,15.57
5/31/1996,11.32,14.41
6/3/1996,14.9,16.54
6/4/1996,14.03,15.13
6/5/1996,13.98,16.81
6/6/1996,14.65,17.47
6/7/1996,14.22,16.32
6/10/1996,14.16,16.13
6/11/1996,15.38,16.15
6/12/1996,15.44,16.69
6/13/1996,15.64,17.02
6/14/1996,14.36,15.85
6/17/1996,16.08,16.44
6/18/1996,15.85,14.63
6/19/1996,16.03,17.01
6/20/1996,14.69,16.23
6/21/1996,14.58,16.41
6/24/1996,14.4,17.15
6/25/1996,13.64,14.48
6/26/1996,13.17,11.41
6/27/1996,12.37,12.97
6/28/1996,12.34,11.12
7/1/1996,12.39,12.32
7/2/1996,13.23,13.12
7/3/1996,12.68,13.57
7/4/1996,12.68,13.52
7/5/1996,13.5,13.3
7/8/1996,14.86,13.78
7/9/1996,15.45,14.87
7/10/1996,14.41,14.94
7/11/1996,14.58,18.32
7/12/1996,13.93,16.96
7/15/1996,14.97,21.48
7/16/1996,17.26,23.43
7/17/1996,17.06,18.92
7/18/1996,14.78,15.84
7/19/1996,15.06,15.02
7/22/1996,17.59,17.72
7/23/1996,17.98,20.33
7/24/1996,19.43,16.9
7/25/1996,17.56,15.88
7/26/1996,14.7,13.25
7/29/1996,16.33,14.91
7/30/1996,17.18,14.22
7/31/1996,16.81,13.95
8/1/1996,15.91,13.6
8/2/1996,15.14,12.79
8/5/1996,14.94,13.91
8/6/1996,14.93,10.53
8/7/1996,14.16,11.71
8/8/1996,14.45,12.94
8/9/1996,13,14.56
8/12/1996,13.92,13.56
8/13/1996,14.26,14.08
8/14/1996,14.04,11.98
8/15/1996,13.99,13.29
8/16/1996,13.33,13.33
8/19/1996,13.15,12.8
8/20/1996,13.25,12.97
8/21/1996,12.34,13.85
8/22/1996,11.66,11.98
8/23/1996,12.21,11.98
8/26/1996,12.69,11.98
8/27/1996,12.54,11.98
8/28/1996,12.74,11.98
8/29/1996,12.85,11.98
8/30/1996,12.7,11.98
9/2/1996,12.7,11.98
9/3/1996,15.97,15.35
9/4/1996,15.97,14.92
9/5/1996,16.5,16
9/6/1996,16.38,13.05
9/9/1996,14.5,14.63
9/10/1996,14.35,14.13
9/11/1996,13.95,13.83
9/12/1996,14.97,12.9
9/13/1996,14.2,14.19
9/16/1996,13.92,13.01
9/17/1996,13.92,13.5
9/18/1996,14.11,14.29
9/19/1996,13.44,14.31
9/20/1996,12.73,11.81
9/23/1996,14.55,13.74
9/24/1996,14.11,13.32
9/25/1996,13.94,14.11
9/26/1996,14.39,13.62
9/27/1996,13.14,12.26
9/30/1996,14.93,12.52
10/1/1996,14.95,13.69
10/2/1996,14.63,11.87
10/3/1996,14.81,14.12
10/4/1996,13.95,12.06
10/7/1996,13.44,15.37
10/8/1996,13.42,12.23
10/9/1996,13.5,12.94
10/10/1996,13.73,10.49
10/11/1996,13.75,13.17
10/14/1996,13.17,13.62
10/15/1996,13.45,13.36
10/16/1996,13.36,13.45
10/17/1996,13.51,12.69
10/18/1996,13.39,13.25
10/21/1996,14.19,14.9
10/22/1996,13.91,14.36
10/23/1996,14.29,15.37
10/24/1996,13.86,12.97
10/25/1996,15.17,13.49
10/28/1996,16.28,14.48
10/29/1996,17.04,16.83
10/30/1996,15.98,14.5
10/31/1996,16.63,12.53
11/1/1996,15.79,14.28
11/4/1996,16.32,14.72
11/5/1996,14.95,15.01
11/6/1996,15.36,11.13
11/7/1996,14.69,11.13
11/8/1996,14.57,15.3
11/11/1996,14.28,13.3
11/12/1996,13.54,11.68
11/13/1996,13.47,10.49
11/14/1996,12.58,12.33
11/15/1996,12.78,11.92
11/18/1996,14.32,13.23
11/19/1996,14.49,10.83
11/20/1996,13.99,11.94
11/21/1996,13.76,11.03
11/22/1996,13.31,9.32
11/25/1996,15.34,22.82
11/26/1996,14.87,11.47
11/27/1996,14.35,14.93
11/28/1996,14.35,15.34
11/29/1996,14.93,14.87
12/2/1996,16.65,19.45
12/3/1996,15.43,18.19
12/4/1996,17.49,17.07
12/5/1996,16.79,18.47
12/6/1996,17.43,17.54
12/9/1996,16.29,19.9
12/10/1996,16.48,19.49
12/11/1996,16.42,20.42
12/12/1996,16.95,19.27
12/13/1996,19.06,17.62
12/16/1996,18.97,19.59
12/17/1996,18.7,17.82
12/18/1996,16.53,18.25
12/19/1996,16.76,17.79
12/20/1996,17.46,14.44
12/23/1996,17.57,18.32
12/24/1996,17.01,17.15
12/25/1996,17.01,17.2
12/26/1996,17.1,17.22
12/27/1996,17.03,18.53
12/30/1996,17.27,19.22
12/31/1996,17.03,17.66
1/1/1997,17.03,17.71
1/2/1997,19.26,19.79
1/3/1997,18.38,18.16
1/6/1997,16.25,22.15
1/7/1997,16.92,16.96
1/8/1997,17.74,19.11
1/9/1997,17.17,17.3
1/10/1997,17.95,17.96
1/13/1997,17.16,17.18
1/14/1997,16.96,18.46
1/15/1997,17.72,17.68
1/16/1997,17.34,17.86
1/17/1997,16.43,16.14
1/20/1997,16.38,17.6
1/21/1997,15.48,16.99
1/22/1997,15.74,16.79
1/23/1997,15.33,15.77
1/24/1997,14.24,17.48
1/27/1997,18.17,17.13
1/28/1997,19.79,17.74
1/29/1997,18.64,17.99
1/30/1997,16.87,17.81
1/31/1997,15.19,18.26
2/3/1997,17.56,18.47
2/4/1997,17.6,17.07
2/5/1997,17.49,14.45
2/6/1997,17.93,15.7
2/7/1997,18.23,16.09
2/10/1997,18.46,15.74
2/11/1997,18.81,15.59
2/12/1997,17.97,14.98
2/13/1997,17.01,15.49
2/14/1997,17.67,14.86
2/17/1997,17.67,15.05
2/18/1997,17.03,14.34
2/19/1997,18.37,15.55
2/20/1997,18.71,15.13
2/21/1997,18.98,16.07
2/24/1997,18.46,14.97
2/25/1997,17.81,14.78
2/26/1997,17.71,15.58
2/27/1997,17.79,15.12
2/28/1997,18.75,14.71
3/3/1997,18.55,14.58
3/4/1997,19.78,14.79
3/5/1997,18.49,15.85
3/6/1997,19.05,14.74
3/7/1997,18.56,13.57
3/10/1997,17.92,18.17
3/11/1997,18.34,14.72
3/12/1997,17.89,15.77
3/13/1997,19.96,17.47
3/14/1997,19.03,17.07
3/17/1997,19.61,19.38
3/18/1997,18.59,17.82
3/19/1997,19.62,15.73
3/20/1997,18.35,18.29
3/21/1997,17.85,17.32
3/24/1997,20.23,18.6
3/25/1997,17.91,16.9
3/26/1997,17.14,16.35
3/27/1997,16.08,16.93
3/28/1997,16.08,17.39
3/31/1997,17.17,18.28
4/1/1997,18.63,15.87
4/2/1997,16.83,16.39
4/3/1997,17.95,16.84
4/4/1997,17.1,16.53
4/7/1997,17.52,17.98
4/8/1997,17.27,19.02
4/9/1997,16.87,16.84
4/10/1997,17.59,18.35
4/11/1997,16.34,17.17
4/14/1997,17.22,17.89
4/15/1997,16.54,18.91
4/16/1997,16.25,17.65
4/17/1997,16.32,16.3
4/18/1997,16.18,14.48
4/21/1997,17.35,15.79
4/22/1997,18.37,16.91
4/23/1997,19.07,17.74
4/24/1997,19.06,16.16
4/25/1997,18.37,15.6
4/28/1997,18.23,17.71
4/29/1997,18.53,19.96
4/30/1997,16.65,17.75
5/1/1997,17.37,19.69
5/2/1997,16.39,20.3
5/5/1997,19.3,22.26
5/6/1997,19.47,20.25
5/7/1997,18.35,17.05
5/8/1997,18.55,18.69
5/9/1997,18.73,17.2
5/12/1997,18.78,19.17
5/13/1997,19.69,19.6
5/14/1997,19.89,19.02
5/15/1997,18.44,17.99
5/16/1997,19.77,18.49
5/19/1997,19.45,21.09
5/20/1997,17.93,18.03
5/21/1997,17.98,18.04
5/22/1997,18.24,18.77
5/23/1997,15.93,18.42
5/26/1997,15.93,19.66
5/27/1997,17.72,18.93
5/28/1997,18.76,18.07
5/29/1997,17.6,16.77
5/30/1997,18.45,15.24
6/2/1997,18.31,19.11
6/3/1997,17.78,18.08
6/4/1997,18.89,17.62
6/5/1997,19.84,18.63
6/6/1997,19.7,21.08
6/9/1997,19.23,19.91
6/10/1997,19.32,20.77
6/11/1997,18.18,20.15
6/12/1997,19.79,19.56
6/13/1997,19.17,20.04
6/16/1997,19.83,20.86
6/17/1997,18.8,20.29
6/18/1997,19.28,20.58
6/19/1997,18.8,18
6/20/1997,17.15,18.96
6/23/1997,17.3,19.55
6/24/1997,19.14,19.67
6/25/1997,19.16,18.06
6/26/1997,20.52,19.38
6/27/1997,20.07,18.61
6/30/1997,19.38,18.21
7/1/1997,20.58,20.34
7/2/1997,20.64,19.94
7/3/1997,18.2,18.95
7/4/1997,18.2,19.23
7/7/1997,18.94,19.19
7/8/1997,18.58,17.96
7/9/1997,19.84,18.42
7/10/1997,19.67,17.82
7/11/1997,18.69,18.98
7/14/1997,19.76,20.74
7/15/1997,18.81,21.12
7/16/1997,18.96,20.46
7/17/1997,19.57,21.75
7/18/1997,19.07,19.03
7/21/1997,21.72,20.48
7/22/1997,21.66,21.16
7/23/1997,19.47,18.35
7/24/1997,18.59,17.18
7/25/1997,18.29,14.61
7/28/1997,21.64,18.58
7/29/1997,20.84,18.39
7/30/1997,20.29,18.83
7/31/1997,20.12,17.56
8/1/1997,20.98,18.68
8/4/1997,20.89,19.18
8/5/1997,20.27,19.64
8/6/1997,19.15,16.96
8/7/1997,19.49,16.61
8/8/1997,20.29,18.73
8/11/1997,21.65,20.36
8/12/1997,20.97,19.07
8/13/1997,22.49,20.84
8/14/1997,20.95,21.65
8/15/1997,21.36,18.54
8/18/1997,23.74,22.11
8/19/1997,21.07,20.96
8/20/1997,19.84,18.93
8/21/1997,21.42,19.83
8/22/1997,21.76,20.76
8/25/1997,21.75,18.1
8/26/1997,18.86,19.04
8/27/1997,20.56,19.48
8/28/1997,18.84,17.29
8/29/1997,22.9,18.27
9/1/1997,22.9,22.78
9/2/1997,24.14,22.03
9/3/1997,22.34,21.14
9/4/1997,23.43,22.15
9/5/1997,23.19,21.96
9/8/1997,23.81,22.58
9/9/1997,22.01,21.86
9/10/1997,21.26,22.05
9/11/1997,21.17,20.66
9/12/1997,22.59,20.92
9/15/1997,23.44,21.14
9/16/1997,21.34,20.32
9/17/1997,22.67,20.7
9/18/1997,21.36,18.35
9/19/1997,19.35,18.03
9/22/1997,19.38,20.93
9/23/1997,19.21,18.93
9/24/1997,18.91,17.18
9/25/1997,18.72,16.84
9/26/1997,17.56,16.86
9/29/1997,18.1,18.1
9/30/1997,20.71,17.32
10/1/1997,19.79,17.7
10/2/1997,20.44,17.67
10/3/1997,20.2,17.96
10/6/1997,19.93,18.33
10/7/1997,18.58,16.97
10/8/1997,19.27,15.6
10/9/1997,18.64,15.45
10/10/1997,19.03,14.99
10/13/1997,19.08,15.32
10/14/1997,19.11,16.16
10/15/1997,19.13,15.72
10/16/1997,18.02,12.6
10/17/1997,19.27,14.13
10/20/1997,18.6,17.36
10/21/1997,18.63,17.3
10/22/1997,17.9,15.57
10/23/1997,20.18,19.76
10/24/1997,19.83,17.67
10/27/1997,22.62,20.19
10/28/1997,24,26.1
10/29/1997,27.5,23.99
10/30/1997,29.11,20.67
10/31/1997,30.6,22.95
11/3/1997,26.42,23.81
11/4/1997,25.24,23.25
11/5/1997,27.73,22.87
11/6/1997,27.6,22.34
11/7/1997,28,25.37
11/10/1997,32.04,25.71
11/11/1997,30.32,26.27
11/12/1997,31.79,26.49
11/13/1997,31.35,28.65
11/14/1997,28.46,27.38
11/17/1997,26.4,25.05
11/18/1997,27.23,24.38
11/19/1997,25.49,24.3
11/20/1997,22.61,22.82
11/21/1997,21.93,21.07
11/24/1997,25.61,20.88
11/25/1997,24.36,23.84
11/26/1997,23.76,23.34
11/27/1997,23.76,23.91
11/28/1997,20.77,23.67
12/1/1997,23.93,23.05
12/2/1997,23.61,22.2
12/3/1997,22.72,20.62
12/4/1997,21.81,18.34
12/5/1997,21.05,19.64
12/8/1997,21.82,23.64
12/9/1997,22.26,25.69
12/10/1997,20.28,21.56
12/11/1997,24.18,23.69
12/12/1997,24.52,25.94
12/15/1997,24.89,26.3
12/16/1997,21.63,23.27
12/17/1997,21.41,23.25
12/18/1997,23.33,23.92
12/19/1997,25.16,26.06
12/22/1997,24.24,26
12/23/1997,24.88,27.44
12/24/1997,25.88,28.99
12/25/1997,25.88,29.68
12/26/1997,25.48,28.53
12/29/1997,24.26,25.2
12/30/1997,21.01,22.41
12/31/1997,21.46,20.86
1/1/1998,21.46,21.12
1/2/1998,20.47,21.9
1/5/1998,21.49,22.84
1/6/1998,20.49,22.69
1/7/1998,22.27,24.55
1/8/1998,21.11,23.63
1/9/1998,24.78,27.46
1/12/1998,24.8,28.26
1/13/1998,21.39,23.73
1/14/1998,19.38,24.35
1/15/1998,19.78,22.38
1/16/1998,19.26,20.08
1/19/1998,19.26,21.17
1/20/1998,18.27,19.56
1/21/1998,18.01,18.86
1/22/1998,18.77,19.75
1/23/1998,18.89,19.25
1/26/1998,20.56,19.43
