Dates,MXEU Index_Last,MXEU Index_Open,MXEU Index_High,MXEU Index_Low,MXEU Index_Volume
2007-01-17,129.61,129.84,130.09,129.12,4152818944
2007-01-18,129.56,129.77,130.41,129.34,4287862016
2007-01-19,130.46,129.43,130.5,128.91,4261443072
2007-01-22,129.95,130.44,130.98,129.94,3708714496
2007-01-23,129.92,130.07,130.29,129.3,3946394880
2007-01-24,131.07,129.87,131.22,129.87,4225813248
2007-01-25,130.67,131.15,131.64,130.46,4316133888
2007-01-26,129.81,130.43,130.47,129.62,3786144768
2007-01-29,130.13,129.81,130.34,129.6,3584785664
2007-01-30,130.58,130.19,130.66,129.91,3657451264
2007-01-31,129.91,130.5,130.64,129.82,4544623104
2007-02-01,131.36,130.31,131.76,130.31,4803399168
2007-02-02,132.02,131.35,132.19,131.35,5332947968
2007-02-05,132.12,132.06,132.23,131.75,3380664320
2007-02-06,132.56,132.18,133,132.18,4010638848
2007-02-07,132.92,132.64,133,132.54,4142807552
2007-02-08,131.77,132.87,132.87,131.54,3963108864
2007-02-09,132.42,131.94,132.59,131.94,3677190144
2007-02-12,131.67,132.16,132.16,131.43,3689649920
2007-02-13,131.89,131.73,132.05,131.46,3535414016
2007-02-14,132.92,132.02,132.98,132.02,4023147264
2007-02-15,132.8,133.03,133.12,132.45,3843431168
2007-02-16,132.62,132.73,132.78,132.38,3973917440
2007-02-19,133.09,132.67,133.33,132.67,2744032000
2007-02-20,132.68,133.11,133.18,132.13,3964035840
2007-02-21,131.76,132.77,133.14,131.61,4283373824
2007-02-22,132.23,131.97,132.81,131.97,4239635712
2007-02-23,132.54,132.42,132.68,131.93,3960657408
2007-02-26,133.12,132.58,133.28,132.58,3456091648
2007-02-27,129.17,132.78,132.78,129.07,5376625152
2007-02-28,127.19,128.58,128.58,126.33,6905071616
2007-03-01,126.04,127.13,128.34,124.21,7175695360
2007-03-02,125.67,126.29,127.06,124.78,5195653632
2007-03-05,124.21,124.62,124.62,122.54,5116383232
2007-03-06,125.36,124.49,125.45,124.49,4816438272
2007-03-07,126.04,125.51,126.26,125.23,4406642688
2007-03-08,127.72,126.42,127.74,126.42,4166859264
2007-03-09,127.99,127.63,128.33,126.79,4282119168
2007-03-12,127.35,128.31,128.87,127.11,3562161664
2007-03-13,126.02,127.42,127.56,125.96,4201304064
2007-03-14,122.69,125.49,125.49,122.67,6273863168
2007-03-15,125.15,123.14,125.18,123.14,5294615552
2007-03-16,125.14,125,125.71,124.46,6074710016
2007-03-19,126.95,125.16,126.98,125.16,4316760576
2007-03-20,127.93,127,127.96,126.6,4574900224
2007-03-21,128.45,127.87,128.81,127.85,4098153984
2007-03-22,130.3,128.83,130.67,128.83,5186258944
2007-03-23,130.93,130.32,130.97,129.96,4537489920
2007-03-26,129.85,131.03,131.19,129.45,4090262784
2007-03-27,129.71,129.99,130.71,129.59,3721446144
2007-03-28,128.91,129.47,129.49,128.55,3752154368
2007-03-29,130.36,129.22,130.39,129.22,3382377216
2007-03-30,130.32,130.31,130.86,129.88,4145602560
2007-04-02,130.79,130.35,130.94,130.03,4646424064
2007-04-03,132.15,131.03,132.17,131.03,4556946432
2007-04-04,132.32,132.37,132.49,131.9,4569350656
2007-04-05,132.4,132.31,132.47,132.06,3363706624
2007-04-06,132.4,132.4,132.4,132.4,3363706624
2007-04-09,132.35,132.35,132.35,132.35,877800
2007-04-10,133.16,132.38,133.37,132.34,4079269888
2007-04-11,133.05,133.36,133.86,132.83,4548317184
2007-04-12,132.57,132.78,132.81,131.8,3925983488
2007-04-13,133.49,132.69,133.49,132.69,4281580800
2007-04-16,135,133.79,135.02,133.79,4170368768
2007-04-17,135.09,134.97,135.23,134.25,4506133504
2007-04-18,134.41,135,135,134.01,4416267264
2007-04-19,133.89,133.45,133.93,132.66,4790868480
2007-04-20,135.56,134.1,135.82,134.1,5734649856
2007-04-23,135.43,135.56,135.85,135.16,3777297408
2007-04-24,134.21,135.38,135.43,133.78,5233442304
2007-04-25,135.03,134.33,135.23,134.33,4945731584
2007-04-26,135.24,135.5,136,134.77,5384091136
2007-04-27,134.42,135.06,135.11,134.1,5348456448
2007-04-30,134.71,134.25,135.17,134.24,3899012608
2007-05-01,134.65,134.73,134.73,134.4,1398589184
2007-05-02,135.32,134.72,135.45,134.66,5397537280
2007-05-03,135.72,135.46,135.82,134.82,6373335040
2007-05-04,136.78,135.72,136.92,135.65,5534294016
2007-05-07,136.85,136.88,137.02,136.67,1458227456
2007-05-08,135.74,136.76,136.76,135.42,5182155776
2007-05-09,135.98,135.97,136.49,135.42,4528033280
2007-05-10,134.99,135.91,136.03,134.94,4546309120
2007-05-11,135.68,134.61,135.77,133.41,5427010048
2007-05-14,135.42,135.82,136.23,135.09,4008275712
2007-05-15,135.83,135.16,135.99,134.85,5538935808
2007-05-16,135.57,135.59,135.98,135.23,4902876160
2007-05-17,135.95,135.93,136.01,135.61,4363091968
2007-05-18,137.22,135.94,137.36,135.94,4727038976
2007-05-21,137.05,137.24,137.75,136.71,4544567296
2007-05-22,137.03,137.11,137.44,136.82,5803762176
2007-05-23,138.06,137.12,138.18,137.12,5472777728
2007-05-24,137.08,137.71,138.19,136.97,5190631936
2007-05-25,137.04,136.84,137.11,136.36,4515567616
2007-05-28,137.24,137.06,137.24,136.99,609141824
2007-05-29,137.32,137.44,137.61,137.12,4983770624
2007-05-30,137.07,136.95,137.11,135.94,4660191232
2007-05-31,138.12,137.37,138.41,137.37,5085214208
2007-06-01,139.4,138.2,139.46,138.2,4563884544
2007-06-04,139.03,139.31,139.54,138.58,3528121600
2007-06-05,138.19,139.01,139.38,138.1,4541339136
2007-06-06,135.98,138.01,138.24,135.83,4606220800
2007-06-07,134.44,136.49,136.74,134.12,6049198080
2007-06-08,134.33,134.08,134.67,133.01,5600021504
2007-06-11,135.57,134.35,135.58,134.35,3694076928
2007-06-12,134.85,135.47,135.91,134.57,5213679616
2007-06-13,135.35,134.56,135.5,133.95,4826771456
2007-06-14,137.45,136.18,137.47,136.18,4881309184
2007-06-15,139.18,137.55,139.33,137.55,6908344832
2007-06-18,138.67,139.22,139.59,138.4,3899318272
2007-06-19,138.18,138.7,139.07,138.13,4631745024
2007-06-20,138.7,138.37,139.4,138.37,5014651904
2007-06-21,137.27,138.11,138.27,136.58,5111035904
2007-06-22,136.81,137.53,137.72,136.69,3540911104
2007-06-25,136.66,136.69,136.76,135.49,4297958400
2007-06-26,135.8,136.01,136.4,135.42,5013088768
2007-06-27,135.19,135.26,135.37,134.51,5132894208
2007-06-28,136.57,135.65,136.57,135.65,4568290816
2007-06-29,137.3,136.99,137.3,135.85,4447139328
2007-07-02,136.79,136.78,137.13,136.39,3672471040
2007-07-03,138.02,137.44,138.15,137.44,4139181568
2007-07-04,138.62,138.14,138.72,138.14,2887492096
2007-07-05,137.75,138.95,138.95,137.66,4093617664
2007-07-06,138.58,137.78,138.58,137.73,3405352704
2007-07-09,139.05,138.96,139.38,138.84,3430939136
2007-07-10,137.49,139.11,139.5,137.26,4283176704
2007-07-11,137.01,137.06,137.2,135.98,4121944064
2007-07-12,138.6,137.21,138.61,136.64,3979811328
2007-07-13,139.14,138.99,139.8,138.91,3577499136
2007-07-16,139.35,139.31,139.72,138.99,3394387200
2007-07-17,138.69,139.33,139.33,138.26,3874927872
2007-07-18,137.09,137.84,138.23,137.09,4083000320
2007-07-19,138.4,137.45,138.79,137.45,4414912512
2007-07-20,136.88,138.39,138.9,136.88,4491028480
2007-07-23,137.71,136.97,137.76,136.67,3516333056
2007-07-24,135.6,137.55,137.81,135.6,4315823104
2007-07-25,134.42,134.97,135.82,134.13,4903535104
2007-07-26,130.61,134.83,135,130.61,6151912448
2007-07-27,130,129.56,131.55,129.27,6163265536
2007-07-30,129.75,129.91,130.58,129.25,4663730176
2007-07-31,132.48,130.39,132.51,130.39,5380125184
2007-08-01,130.46,131.74,131.74,129.22,5071511552
2007-08-02,131.4,131.13,131.9,130.92,4755105792
2007-08-03,129.72,131.61,131.83,129.5,4174711040
2007-08-06,128.56,128.55,129.3,128.31,4113904896
2007-08-07,130.26,129.52,130.34,129.23,4151090176
2007-08-08,132.77,130.94,133.01,130.94,5646065664
2007-08-09,130.43,132.41,132.41,129.55,7283997184
2007-08-10,126.44,128.73,128.73,126.05,7100922880
2007-08-13,129.28,127.6,129.42,127.6,4610533376
2007-08-14,127.72,128.61,129.52,127.5,3980443136
2007-08-15,127.43,127.02,127.65,126.1,3384678912
2007-08-16,123,125.47,125.47,123,6312132608
2007-08-17,125.63,122.57,127.26,121.86,7840347648
2007-08-20,126.43,126.27,127.58,126.27,3661372928
2007-08-21,126.46,126.78,126.92,125.28,3655703040
2007-08-22,128.59,126.82,128.75,126.82,4025166080
2007-08-23,128.81,129.48,130.18,128.81,3716081408
2007-08-24,129.3,128.34,129.42,128.23,2790470400
2007-08-27,129.51,129.59,129.8,129.42,936443008
2007-08-28,127.21,129.29,129.29,127.03,3291925760
2007-08-29,127.99,126.66,128.02,126.11,3630335232
2007-08-30,129.47,128.55,129.6,127.79,3705812480
2007-08-31,131.19,129.9,131.32,129.65,3660502528
2007-09-03,131.54,131.58,131.73,131.19,2124895616
2007-09-04,132.46,131.38,132.48,130.68,3364377600
2007-09-05,130.12,132.18,132.34,130.11,3752019456
2007-09-06,130.57,130.9,131.25,129.09,3982156544
2007-09-07,127.73,130.43,130.98,127.62,4854203904
2007-09-10,126.6,127.93,128.31,126.5,3667089408
2007-09-11,128.74,127.49,128.84,127.43,3588797696
2007-09-12,129.03,128.73,129.15,127.87,3862199040
2007-09-13,130.13,128.74,130.24,128.23,4225757952
2007-09-14,128.64,129.58,129.58,127.73,4388356608
2007-09-17,126.78,127.99,127.99,126.3,3978492416
2007-09-18,128.64,126.39,128.8,126.39,4642022912
2007-09-19,132.01,130.44,132.49,130.44,5912360960
2007-09-20,131.19,131.44,131.46,130.72,4370478080
2007-09-21,131.8,130.77,132.12,130.77,6034945536
2007-09-24,131.69,131.82,132.21,131.49,3781863424
2007-09-25,130.24,131.16,131.16,129.6,4996247040
2007-09-26,131.11,130.69,131.61,130.69,4178096896
2007-09-27,132.11,131.68,132.39,131.68,4627599872
2007-09-28,132.04,132.04,132.31,131.18,4887418368
2007-10-01,133.09,131.6,133.14,131.37,4049852160
2007-10-02,133.66,133.71,134.28,133.43,5357093376
2007-10-03,133.91,133.75,133.96,133.31,4474365440
2007-10-04,134.07,133.53,134.56,133.32,4225504512
2007-10-05,135.06,134.17,135.29,134.09,3918793472
2007-10-08,134.68,135.21,135.3,134.63,3435311104
2007-10-09,135.39,134.62,135.44,134.32,4231544576
2007-10-10,135.51,135.53,135.78,134.96,3980906752
2007-10-11,136.34,135.37,136.62,135.37,4906459136
2007-10-12,136.44,135.48,136.45,134.85,4738459136
2007-10-15,135.19,136.34,136.56,135.05,4157314304
2007-10-16,134.22,134.82,134.82,133.78,6557693952
2007-10-17,135.08,134.04,135.43,133.88,5003511808
2007-10-18,133.99,135.14,135.61,133.68,4644393472
2007-10-19,133.13,133.69,134.21,133.03,4268590336
2007-10-22,131.39,131.42,131.78,130.72,4059987200
2007-10-23,132.7,132.21,133.28,132.19,4062250496
2007-10-24,131.95,132.73,133.16,131.72,3961906432
2007-10-25,133.43,132.51,133.73,132.51,5599734272
2007-10-26,134.23,133.65,134.49,133.06,4850099712
2007-10-29,135.18,135.11,135.27,134.76,3752369152
2007-10-30,134.52,134.84,134.98,134.4,3774884352
2007-10-31,135.7,134.56,135.76,134.31,4032243968
2007-11-01,133.67,135.79,135.99,133.09,3748450816
2007-11-02,132.72,133.11,133.25,132.15,3945544448
2007-11-05,131.86,132.16,132.4,131.35,3467591424
2007-11-06,132.29,132.49,132.79,132.1,3783850496
2007-11-07,131.31,132.59,133,130.84,3759274496
2007-11-08,130.62,130.16,131.23,129.41,5192998400
2007-11-09,128.53,130.88,131.56,127.98,4985985024
2007-11-12,128.53,127.81,129.12,127.69,4208049664
2007-11-13,128.81,128.12,129.07,127.39,4464855040
2007-11-14,129.45,129.56,130.46,128.91,4547265536
2007-11-15,127.83,129.3,129.59,127.44,4169234432
2007-11-16,126.78,127.33,127.52,126.33,4308166144
2007-11-19,124.04,126.82,127.53,123.94,4148892672
2007-11-20,125.46,123.98,125.59,123.19,4738785280
2007-11-21,122.24,124.2,124.2,121.76,4887313408
2007-11-22,123.18,122.71,123.5,121.89,3079663872
2007-11-23,125.11,123.22,125.14,123.22,3420936192
2007-11-26,124.42,125.17,126.44,124.3,3568543744
2007-11-27,123.8,124.47,124.58,122.64,4211762944
2007-11-28,127.17,124.34,127.19,123.6,4448693760
2007-11-29,127.69,127.57,128.19,126.84,3883357952
2007-11-30,129.23,127.94,129.6,127.87,4375283712
2007-12-03,128.71,129.15,129.74,128.55,3260359680
2007-12-04,126.88,128.65,128.72,126.57,3816218368
2007-12-05,129.09,127.46,129.09,127.36,3781848320
2007-12-06,129.17,129.59,130.6,128.46,3961333248
2007-12-07,130.2,129.68,130.6,129.68,3107928832
2007-12-10,130.92,129.99,131.32,129.79,3023973376
2007-12-11,130.42,131.18,131.35,130.08,2950697472
2007-12-12,130.88,129.64,131.84,128.6,4189270528
2007-12-13,127.7,130.03,130.03,127.7,3923135488
2007-12-14,128.3,128.03,128.66,127.17,2956605184
2007-12-17,126.09,127.56,127.56,125.96,3276887296
2007-12-18,125.93,125.86,127.21,125.79,3385730560
2007-12-19,125.38,125.91,126.18,125.09,3542252800
2007-12-20,125.67,125.37,126.46,125.37,3319949056
2007-12-21,127.41,125.83,127.65,125.83,4903944192
2007-12-24,127.52,127.4,127.64,127.4,234474640
2007-12-25,127.52,127.52,127.52,127.52,234474640
2007-12-26,127.39,127.39,127.39,127.39,312471
2007-12-27,127.63,127.67,128.21,127.44,1942452608
2007-12-28,127.36,127.38,127.72,126.85,1607178880
2007-12-31,127.43,127.38,127.44,127.22,326528992
2008-01-01,127.43,127.43,127.43,127.43,326528992
2008-01-02,125.85,127.14,127.7,125.62,2369789440
2008-01-03,125.54,125.65,126.11,124.54,3288500480
2008-01-04,123.12,125.56,126.16,122.83,3940283648
2008-01-07,122.98,123.11,123.66,122.19,3981835008
2008-01-08,123.7,123.08,124.61,123.08,4328288256
2008-01-09,122.09,123.47,123.47,121.63,5002183680
2008-01-10,120.9,122.11,122.82,120.81,4558295552
2008-01-11,120.24,120.67,120.95,119.55,4555509760
2008-01-14,120.62,119.88,121.1,119.87,3625338624
2008-01-15,117.51,120.49,120.49,117.41,4556290560
2008-01-16,116.41,117.25,117.72,115.53,5686090240
2008-01-17,115.82,116.99,118.07,115.73,4758599680
2008-01-18,114.57,115.82,117.4,114.41,5876809216
2008-01-21,108.04,114.71,114.71,108.04,6526104576
2008-01-22,110.36,106.7,111.14,103.4,8097092096
2008-01-23,106.97,111.47,112.07,105.63,6840283136
2008-01-24,112.64,107.25,112.64,107.25,6109729280
2008-01-25,112.71,112.98,114.87,112.44,4802081280
2008-01-28,111.46,112.53,112.53,109.84,3631865600
2008-01-29,113.35,112.08,113.57,112.08,3652435968
2008-01-30,112.6,112.86,113.17,112.17,3457704704
2008-01-31,112.62,112.41,112.82,109.74,5101723648
2008-02-01,114.74,112.94,115.35,112.94,5081289216
2008-02-04,114.96,115.27,115.84,114.56,3411708928
2008-02-05,111.39,114.95,114.95,111.22,4501841408
2008-02-06,111.98,111.15,112.13,110.45,4066965248
2008-02-07,109.8,111.8,111.8,108.9,4608302080
2008-02-08,110.32,110.44,111.45,109.33,3783766272
2008-02-11,109.31,109.41,110.49,108.77,3487090688
2008-02-12,112.96,109.91,112.99,109.25,4559015424
2008-02-13,113.05,112.11,113.59,111.49,3961561600
2008-02-14,113.13,113.75,114.45,112.81,4312136192
2008-02-15,110.9,112.99,113.44,110.59,4466648576
2008-02-18,113.07,110.93,113.24,110.93,2703580672
2008-02-19,113.27,112.79,114.36,111.58,3791821824
2008-02-20,111.94,112.98,112.98,111.27,3953306112
2008-02-21,112.67,112.3,113.98,112.3,3596688640
2008-02-22,111.79,112.4,113.11,111.31,3475127040
2008-02-25,113.7,112.31,113.88,112.31,3255553280
2008-02-26,115.31,113.98,115.4,113.98,3630616320
2008-02-27,115.08,115.42,115.76,113.54,3910081280
2008-02-28,112.97,114.63,114.99,112.86,3961017088
2008-02-29,111.42,112.63,112.95,110.92,4359133184
2008-03-03,109.87,110.64,110.64,109.13,3777933312
2008-03-04,108.38,110.12,110.82,107.84,3979948288
2008-03-05,110.22,108.99,110.38,108.7,3838785280
2008-03-06,108.75,110.28,110.36,108.48,3451082496
2008-03-07,107.53,108.1,108.39,106.62,4774790144
2008-03-10,106.25,107.47,107.69,105.8,3900500992
2008-03-11,107.46,106.35,108.73,106.09,4826896896
2008-03-12,108.7,107.9,109.66,107.9,4223453184
2008-03-13,107.3,107.66,107.66,105.84,4885806080
2008-03-14,106.22,107.38,109.02,105.6,4400605696
2008-03-17,101.41,104.73,104.73,101.41,5238089728
2008-03-18,105.02,102.3,105.2,102.3,4497507840
2008-03-19,103.94,105.53,106.12,103.28,6785267200
2008-03-20,103.66,103.4,104.12,102.8,7146479104
2008-03-21,103.66,103.66,103.66,103.66,7146479104
2008-03-24,103.64,103.64,103.64,103.64,1562693
2008-03-25,107.05,104.8,107.05,104.8,5618522624
2008-03-26,106.35,106.71,107.06,105.87,4304447488
2008-03-27,107.62,106.31,108.25,106.29,4132223744
2008-03-28,107.03,107.46,107.83,106.74,3208252416
2008-03-31,106.78,106.4,106.87,105.02,3668357632
2008-04-01,110.24,106.85,110.37,106.62,4611074560
2008-04-02,111.49,110.55,111.64,110.22,4761730560
2008-04-03,110.96,111.58,111.71,110.34,4139796224
2008-04-04,111.39,111,111.73,110.39,3829071616
2008-04-07,112.42,111.8,112.64,111.8,3622538752
2008-04-08,111.32,111.81,111.81,110.61,3439766784
2008-04-09,110.57,110.93,111.47,110.41,3761123840
2008-04-10,110.13,110.41,110.46,108.68,4322845184
2008-04-11,108.55,110.37,110.9,108.06,4005364736
2008-04-14,107.72,108.36,108.36,107.35,3338920960
2008-04-15,108.2,107.7,108.9,107.38,3913509120
2008-04-16,110.09,108.54,110.09,108.54,4389756416
2008-04-17,109.43,110.22,110.63,109.08,4282398464
2008-04-18,112,109.69,112.12,109.69,4163461888
2008-04-21,110.7,111.82,112.14,110.2,3438013952
2008-04-22,110.19,110.48,111.04,109.76,3701966848
2008-04-23,110.91,110.34,110.96,109.14,4642882048
2008-04-24,110.97,110.63,111.05,109.48,4250693376
2008-04-25,112.37,111.37,112.81,111.37,4413630976
2008-04-28,113.03,112.44,113.36,112.44,2843737088
2008-04-29,112.1,112.82,113.09,111.67,3358331648
2008-04-30,112.91,111.97,113.18,111.51,3630851584
2008-05-01,113.06,112.96,113.29,112.82,777730112
2008-05-02,115.02,113.39,115.38,113.39,4316600320
2008-05-05,114.68,114.79,114.88,114.45,1360746496
2008-05-06,114.12,114.5,114.89,113.36,3664909312
2008-05-07,115.06,114.22,115.39,114.05,3738575104
2008-05-08,115.02,114.78,115.15,114.37,3813073152
2008-05-09,113.5,114.43,114.43,112.92,3703897600
2008-05-12,113.9,113.76,114.44,113.47,2912260352
2008-05-13,113.76,113.79,114.45,112.91,4095608064
2008-05-14,114.34,113.96,114.7,113.33,4565290496
2008-05-15,114.77,114.17,114.85,113.5,3978908416
2008-05-16,115.34,115.03,116.17,115.03,3965513216
2008-05-19,116.41,115.38,116.41,115.17,3110939648
2008-05-20,114,116.12,116.12,113.94,3849812480
2008-05-21,113.09,113.95,114.37,112.75,4016339200
2008-05-22,113.52,112.89,113.95,112.31,4418320896
2008-05-23,111.64,113.4,113.4,111.6,3527433216
2008-05-26,111.35,111.49,111.63,111.34,1076754432
2008-05-27,110.94,111.44,111.95,110.59,4016745984
2008-05-28,111.96,111.1,112.52,111.02,3790334976
2008-05-29,112.25,112,112.8,111.72,3833894400
2008-05-30,112.57,112.36,113.08,112.36,4905053696
2008-06-02,111.29,112.57,112.57,110.93,2945893888
2008-06-03,112.19,111.11,112.21,110.86,3097738240
2008-06-04,110.74,111.67,111.67,109.96,3503777536
2008-06-05,110.6,110.74,111.33,110,3680903424
2008-06-06,108.43,111.06,111.57,108.38,3382299136
2008-06-09,107.93,108.19,108.6,107.5,3246009344
2008-06-10,107.18,107.87,107.87,106.61,3528845312
2008-06-11,105.38,107.27,107.79,105.22,4906365952
2008-06-12,106.29,105.48,106.46,105.42,4177916672
2008-06-13,106.82,106.23,107,105.16,3292474880
2008-06-16,106.57,106.48,107.13,105.84,2886943488
2008-06-17,107.06,106.6,107.97,106.6,3103273728
2008-06-18,105.48,106.95,106.95,105.13,3348662016
2008-06-19,104.96,105.26,105.88,104.84,3683460608
2008-06-20,103.12,105.03,105.36,102.57,4781347328
2008-06-23,103.07,103.13,103.56,102.69,3253491968
2008-06-24,102.31,103.12,103.6,101.3,4281412352
2008-06-25,103.5,102.39,103.53,102.39,3880821504
2008-06-26,100.87,103.18,103.18,100.87,3814375424
2008-06-27,100.46,100.76,100.98,99.32,4041951488
2008-06-30,101.2,100.37,101.24,99.53,3777282816
2008-07-01,99,101.15,101.15,98.57,4432254464
2008-07-02,98.2,98.94,100.09,98.2,4435478528
2008-07-03,99.04,97.86,99.35,96.63,4625792512
2008-07-04,97.81,99.12,99.35,97.61,2500919808
2008-07-07,99.1,98.02,99.18,97.7,2832304896
2008-07-08,97.65,97.79,98.22,96.47,3827393024
2008-07-09,99.34,98.38,99.46,98.25,3582755840
2008-07-10,97.24,98.89,98.89,96.9,3633361920
2008-07-11,94.62,97.68,98,94.62,3966537984
2008-07-14,95.31,94.94,96.43,94.94,3258982400
2008-07-15,93.24,95.35,95.36,92.26,4823974400
2008-07-16,93.86,93.44,94.06,91.82,4611480064
2008-07-17,96.52,94.22,97.21,94.22,5155720192
2008-07-18,98.03,96.16,98.06,95.39,5151868928
2008-07-21,98.61,97.92,99.31,97.15,3568107520
2008-07-22,98.15,98.33,98.33,96.5,4666330624
2008-07-23,100.13,98.6,100.44,98.6,4931239424
2008-07-24,98.56,100.29,100.58,98.32,4060057088
2008-07-25,98.43,98.26,98.79,97.19,3885007360
2008-07-28,97.43,98.27,98.27,97.4,2608854272
2008-07-29,97.74,96.83,98.13,96.22,3537369856
2008-07-30,99.26,97.98,99.66,97.98,3687623168
2008-07-31,99.16,99.21,99.95,98.47,3959997184
2008-08-01,97.9,98.89,98.99,97.63,3177706496
2008-08-04,96.98,97.8,98.23,96.83,2522030336
2008-08-05,99.51,97.14,99.54,96.91,3997890048
2008-08-06,100.45,99.69,100.53,99.54,3748526336
2008-08-07,100.16,100.19,101.26,99.74,3577588992
2008-08-08,100.96,100.09,101.14,99.46,3312476160
2008-08-11,102.3,101.25,102.35,101.15,2761595136
2008-08-12,101.92,102.08,102.56,101.44,3027436032
2008-08-13,99.38,101.61,101.61,99.32,3279511552
2008-08-14,99.91,99.57,100.5,99,2777470720
2008-08-15,100.32,100.09,100.93,99.74,2091330304
2008-08-18,100.25,100.2,101.08,99.47,1934168704
2008-08-19,97.74,99.92,99.92,97.61,2718440192
2008-08-20,98.11,97.81,98.37,97.33,2669319936
2008-08-21,97.3,97.87,97.98,96.8,2533468416
2008-08-22,99.18,97.38,99.18,97.27,2472459264
2008-08-25,98.62,99.03,99.24,98.6,749746048
2008-08-26,98.79,98.53,99.08,97.26,2388041216
2008-08-27,99,98.8,99.23,97.82,2315634944
2008-08-28,100.34,98.78,100.72,98.3,2864308992
2008-08-29,100.67,100.32,101.06,100.14,2830756096
2008-09-01,100.29,100.41,100.63,99.49,1702845952
2008-09-02,101.24,100.21,101.69,99.75,3592145152
2008-09-03,99.69,100.97,100.97,99.62,3045443072
2008-09-04,97.1,99.65,100.04,97.1,3611245568
2008-09-05,95.03,96.87,96.87,94.77,4177333504
2008-09-08,98.15,95.64,98.79,95.64,3104144640
2008-09-09,97.57,98.17,99.21,97.12,4456725504
2008-09-10,96.83,97.48,97.55,96.13,4096273920
2008-09-11,96.27,96.97,97.16,95.23,3733303808
2008-09-12,97.93,96.61,97.99,96.39,3298280448
2008-09-15,94.51,97.17,97.17,92.94,5735425024
2008-09-16,92,93.41,93.56,90.58,7354959360
2008-09-17,90.11,92.34,93.66,90.06,6578311680
2008-09-18,89.64,90.12,91.6,89.23,6946866688
2008-09-19,97.02,90.14,97.22,90.14,9840365568
2008-09-22,95.03,96.8,97.13,94.96,3976075520
2008-09-23,93.33,94.74,94.74,92.65,4080049408
2008-09-24,92.77,93.5,94,92.56,3556582400
2008-09-25,94.65,92.73,94.76,92.66,3827064320
2008-09-26,92.89,94.2,94.2,92.04,3221880320
2008-09-29,87.86,92.78,92.78,87.83,4395883008
2008-09-30,89.49,87.37,89.71,85.57,5022821376
2008-10-01,90.08,89.92,90.43,89.11,4166493952
2008-10-02,88.82,90.17,91.57,88.71,4077555968
2008-10-03,91.4,88.94,91.79,88.12,4031413248
2008-10-06,84.45,91.17,91.17,83.73,4919721472
2008-10-07,84.2,85.1,86.6,83.23,5555237888
2008-10-08,79.16,83.73,84.2,77.7,7053246464
2008-10-09,77.51,79.44,81.25,76.91,5060952064
2008-10-10,71.63,77.12,77.12,69.75,7712440320
2008-10-13,78.83,71.73,78.89,71.73,5230050816
2008-10-14,81.29,78.68,83.85,78.68,5683653632
2008-10-15,76.01,81.13,81.13,75.49,4387878912
2008-10-16,72.22,75.49,75.65,71.09,5377572352
2008-10-17,75.08,73.27,75.62,72.23,5193165824
2008-10-20,77.89,75.69,77.89,75.69,3755196672
2008-10-21,77.45,78.35,79.16,77.11,3546598656
2008-10-22,73.45,76.08,76.21,73.28,3885538816
2008-10-23,73.22,73.7,74.29,71.05,4047516160
2008-10-24,69.73,72.55,72.55,66.19,5012177408
2008-10-27,68.44,69.12,69.42,65.92,3908034048
2008-10-28,70.06,69.29,71.37,68.64,4408279552
2008-10-29,75.12,70.64,75.27,70.64,4691684352
2008-10-30,75.93,75.52,77.34,74.63,4064240128
2008-10-31,78,76.07,78,74.96,3877078016
2008-11-03,78.37,78.12,78.74,77.28,3003618816
2008-11-04,81.92,78.42,81.92,78.22,4145629696
2008-11-05,80,81.67,81.67,79.35,3498285312
2008-11-06,75.53,79.1,79.15,75.41,4021172992
2008-11-07,76.86,75.68,77.54,74.94,3386651648
2008-11-10,77.43,77.2,79.41,77.2,2664521472
2008-11-11,74.34,76.7,76.7,74.22,3175472128
2008-11-12,71.9,74.65,75.61,71.31,3702245632
2008-11-13,71.51,70.94,72.39,70.42,3337730048
2008-11-14,72.08,71.68,73.73,71.66,3133696000
2008-11-17,70.21,72.02,72.28,69.81,2873657600
2008-11-18,70.84,70.4,70.98,68.69,3375230720
2008-11-19,67.96,70.7,70.79,67.96,3471774464
2008-11-20,65.47,67.46,67.46,64.19,4125332480
2008-11-21,63.85,65.59,66.69,62.98,3941178624
2008-11-24,69.29,64.24,69.37,64.24,3863386112
2008-11-25,69.71,69.06,70.98,68.08,4778481664
2008-11-26,69.74,69.83,70.11,67.78,2986616576
2008-11-27,71.38,70.12,71.44,70.12,2208846848
2008-11-28,72.31,71.3,72.31,70.45,2582258944
2008-12-01,67.96,72.2,72.2,67.68,2631314944
2008-12-02,69.14,67.24,69.29,66.42,3514326784
2008-12-03,69.51,68.98,69.72,67.4,2880702464
2008-12-04,69.19,69.24,70.91,68.28,3295598592
2008-12-05,66.47,68.64,68.67,65.87,2933652480
2008-12-08,71,67.09,71.08,67.09,3369612800
2008-12-09,71.97,70.72,72.55,69.89,3131773440
2008-12-10,71.93,71.84,72.28,71.17,2710403840
2008-12-11,71.43,71.65,71.95,70.65,2662914304
2008-12-12,69.46,70.76,70.76,67.98,2956271872
2008-12-15,69.21,69.78,70.54,68.77,2317612544
2008-12-16,69.71,68.94,69.86,68.79,2467051264
